English,Compound,"Izaki Reading
(sandhi applied)"
Four jobs,四職,#ERROR!
faux pas,失策,shittseku
#ERROR!,失地,shittsi
#ERROR!,失職,#ERROR!
mayor,市長,#ERROR!
#ERROR!,師長,#ERROR!
#ERROR!,四散,tsisan
cadaver,死体,#ERROR!
privately made,私製,#ERROR!
#ERROR!,私戦,#ERROR!
#ERROR!,司直,#ERROR!
Listen,試聴,#ERROR!
#ERROR!,視聴覚,#ERROR!
#ERROR!,仕丁,#ERROR!
#ERROR!,市町村長,#ERROR!
#ERROR!,市町村税,#ERROR!
#ERROR!,四周,tsishū
Private duel,私闘,#ERROR!
purple cloud,紫雲,shiun
#ERROR!,祇王,#ERROR!
#ERROR!,紫外線,#ERROR!
#ERROR!,仕儀,#ERROR!
City council,市議,#ERROR!
#ERROR!,私意,#ERROR!
#ERROR!,市域,#ERROR!
business,事業,#ERROR!
#ERROR!,詩業,#ERROR!
#ERROR!,市税,#ERROR!
#ERROR!,使僧,#ERROR!
priestly teacher,師僧,#ERROR!
#ERROR!,支族,#ERROR!
#ERROR!,死蔵,#ERROR!
Private collection,私蔵,#ERROR!
#ERROR!,詩人,#ERROR!
#ERROR!,使人,#ERROR!
#ERROR!,私人,#ERROR!
#ERROR!,使臣,#ERROR!
#ERROR!,士人,#ERROR!
#ERROR!,死重,#ERROR!
#ERROR!,私注,shichu
#ERROR!,施術,#ERROR!
#ERROR!,思う,shi
use,使う,#ERROR!
#ERROR!,死ぬ,shi
It begins,始まる,shi
start,始める,#ERROR!
#ERROR!,試供,#ERROR!
Shifu,師傅,#ERROR!
Poetic drama,詩劇,#ERROR!
Shigin (Japanese poetry recitation),詩吟,#ERROR!
#ERROR!,使嗾,#ERROR!
#ERROR!,四囲,#ERROR!
private school,私塾,#ERROR!
Shii,四夷,#ERROR!
#ERROR!,私娼,#ERROR!
Shishin,紫宸,shi
corpse,死屍,#ERROR!
#ERROR!,支川,#ERROR!
paper width,紙幅,#ERROR!
#ERROR!,市庁,#ERROR!
#ERROR!,支庁,#ERROR!
Thalamus,視床,#ERROR!
#ERROR!,私怨,#ERROR!
Thoughts,思惟,#ERROR!
personal indignation,私憤,#ERROR!
#ERROR!,詩抄,#ERROR!
#ERROR!,四捨,#ERROR!
#ERROR!,私撰,#ERROR!
#ERROR!,私擬,#ERROR!
rosewood,紫檀,#ERROR!
#ERROR!,死没,#ERROR!
private lady,私淑,#ERROR!
#ERROR!,刺激,#ERROR!
#ERROR!,死灰,#ERROR!
#ERROR!,紫煙,#ERROR!
#ERROR!,紙燭,#ERROR!
Treatment,施療,#ERROR!
poetry manuscript,詩稿,shiko
#ERROR!,刺突,#ERROR!
#ERROR!,詞章,#ERROR!
#ERROR!,紫綬,#ERROR!
#ERROR!,事績,#ERROR!
#ERROR!,私署,#ERROR!
#ERROR!,施肥,#ERROR!
nematocyst,刺胞,#ERROR!
#ERROR!,死臭,#ERROR!
#ERROR!,詞藻,#ERROR!
sincerity,至誠,chisei
#ERROR!,詩賦,#ERROR!
#ERROR!,事跡,#ERROR!
private residence,私邸,#ERROR!
#ERROR!,試錐,#ERROR!
#ERROR!,施錠,#ERROR!
#ERROR!,事項,#ERROR!
Segaki,施餓鬼,#ERROR!
#ERROR!,士魂,#ERROR!
Decision,審決,#ERROR!
#ERROR!,緒,#ERROR!
#ERROR!,正,#ERROR!
accurately,正々,#ERROR!
fire department,消防,#ERROR!
Small hall,小堂,#ERROR!
#ERROR!,正党,#ERROR!
Promotion,昇段,sēndan
#ERROR!,正殿,#ERROR!
#ERROR!,昇殿,#ERROR!
#ERROR!,正道,#ERROR!
#ERROR!,正邪,#ERROR!
#ERROR!,症状,#ERROR!
#ERROR!,正常,seizhōn
#ERROR!,小伝,#ERROR!
#ERROR!,正伝,#ERROR!
Kodera,小寺,#ERROR!
#ERROR!,正字,#ERROR!
#ERROR!,正受,#ERROR!
Bringing good fortune,招福,#ERROR!
#ERROR!,正眼,#ERROR!
#ERROR!,証言,#ERROR!
#ERROR!,正言,seiyon
#ERROR!,小額,#ERROR!
#ERROR!,消夏,#ERROR!
#ERROR!,小解,#ERROR!
#ERROR!,正解,#ERROR!
#ERROR!,詳解,#ERROR!
elementary school,小學,shōkaku
#ERROR!,正犯,#ERROR!
fire hydrant,消火栓,#ERROR!
#ERROR!,消費,#ERROR!
#ERROR!,消費者,shōhisha
#ERROR!,小休,#ERROR!
sublimation,昇華,sēnhwa
hindrance,障害,#ERROR!
First grade,小一,#ERROR!
#ERROR!,小用,shōyō
#ERROR!,小葉,#ERROR!
greed,小欲,#ERROR!
lull,小康,#ERROR!
introduction,紹介,#ERROR!
#ERROR!,正格,#ERROR!
perfect enlightenment,正覚,#ERROR!
Extinction,消却,shōkyaku
#ERROR!,小官,#ERROR!
cold weather,傷寒,#ERROR!
#ERROR!,小計,#ERROR!
Small view,小景,#ERROR!
#ERROR!,正経,#ERROR!
#ERROR!,小器,#ERROR!
#ERROR!,正機,#ERROR!
regular,正規,#ERROR!
Kokichi,小吉,#ERROR!
#ERROR!,正金,seikin
#ERROR!,正客,#ERROR!
#ERROR!,小型,#ERROR!
#ERROR!,消極,#ERROR!
#ERROR!,小曲,#ERROR!
#ERROR!,小区,#ERROR!
#ERROR!,小球,#ERROR!
#ERROR!,昇級,#ERROR!
#ERROR!,消化,#ERROR!
#ERROR!,証果,#ERROR!
Regular curriculum,正課,seika
#ERROR!,正貨,#ERROR!
accurate,正確,#ERROR!
Accurate,正確な,#ERROR!
#ERROR!,証券,#ERROR!
#ERROR!,証明,#ERROR!
front,正面,#ERROR!
#ERROR!,正文,#ERROR!
Certificate,証文,#ERROR!
#ERROR!,小二,shōni
#ERROR!,昇任,#ERROR!
righteous thoughts,正念,#ERROR!
#ERROR!,小農,#ERROR!
cerebellum,小脳,#ERROR!
#ERROR!,正音,#ERROR!
Mute,消音,#ERROR!
Temperature rise,昇温,sēnnon
Seifusa,正房,seibān
#ERROR!,小板,#ERROR!
small domain,小藩,#ERROR!
small piece,小片,#ERROR!
Short story,小編,#ERROR!
Main edition,正編,#ERROR!
Right or wrong,正否,seifu
small item,小品,shōpin
#ERROR!,正方,#ERROR!
#ERROR!,正法,seihō
#ERROR!,詳報,#ERROR!
#ERROR!,正本,#ERROR!
#ERROR!,証本,#ERROR!
#ERROR!,正負,#ERROR!
Masakaze,正風,#ERROR!
President and Deputy,正副,#ERROR!
invitation,招来,chōrai
small profit,小利,shōri
#ERROR!,小輪,#ERROR!
small amount,小量,shōryān
The right path,正路,#ERROR!
Essay,小論,#ERROR!
Detailed discussion,詳論,#ERROR!
detail,詳細,sōse
#ERROR!,小三,#ERROR!
#ERROR!,小成,#ERROR!
Straightforward,正攻,#ERROR!
Invitation,招請,#ERROR!
#ERROR!,小説,#ERROR!
#ERROR!,詳説,#ERROR!
#ERROR!,小村,#ERROR!
#ERROR!,小節,#ERROR!
regular,正則,#ERROR!
ascending order,昇順,#ERROR!
Evidence,証左,shōsa
#ERROR!,小社,#ERROR!
Small cottage,小舎,#ERROR!
#ERROR!,傷者,#ERROR!
statuette,小像,#ERROR!
#ERROR!,正像,#ERROR!
small child,小子,#ERROR!
#ERROR!,小事,#ERROR!
#ERROR!,正視,#ERROR!
#ERROR!,正使,#ERROR!
#ERROR!,小史,#ERROR!
Master,正師,#ERROR!
Our magazine,小誌,#ERROR!
#ERROR!,小心,shōshin
#ERROR!,正心,#ERROR!
#ERROR!,小身,#ERROR!
#ERROR!,傷心,#ERROR!
Orthography,正書,#ERROR!
#ERROR!,小食,shōshoku
#ERROR!,正答,#ERROR!
legitimate,正当,#ERROR!
Facing each other directly,正対,#ERROR!
#ERROR!,招待,chōtai
#ERROR!,小胆,#ERROR!
#ERROR!,小店,#ERROR!
#ERROR!,小点,#ERROR!
#ERROR!,正典,#ERROR!
#ERROR!,消退,#ERROR!
Small Virtue,小徳,shōtoku
#ERROR!,証得,#ERROR!
legal wife,正妻,#ERROR!
#ERROR!,小暑,#ERROR!
#ERROR!,小乗,#ERROR!
waxing and waning,消長,shōchān
#ERROR!,消散,#ERROR!
#ERROR!,正体,#ERROR!
#ERROR!,正直,#ERROR!
New Year,正月,#ERROR!
#ERROR!,正義,#ERROR!
Minor difference,小異,shōī
#ERROR!,正位,seiwi
#ERROR!,正意,#ERROR!
#ERROR!,正業,seiwya
Correct/Incorrect,正誤,seiko
#ERROR!,正税,#ERROR!
small snake,小蛇,#ERROR!
#ERROR!,小人,#ERROR!
#ERROR!,証人,#ERROR!
disappear,消える,#ERROR!
#ERROR!,小さい,#ERROR!
#ERROR!,小さな,#ERROR!
correct,正しい,#ERROR!
#ERROR!,消す,shō
#ERROR!,小丘,#ERROR!
#ERROR!,小六,#ERROR!
Small circle,小円,#ERROR!
Perfect circle,正円,seiyen
noon,正午,#ERROR!
small table,小卓,#ERROR!
#ERROR!,小吏,shōri
#ERROR!,招喚,#ERROR!
#ERROR!,正嫡,#ERROR!
#ERROR!,小孔,#ERROR!
#ERROR!,小宴,#ERROR!
#ERROR!,招宴,#ERROR!
#ERROR!,消尽,#ERROR!
#ERROR!,正弦,#ERROR!
#ERROR!,小径,#ERROR!
Evidence,証憑,#ERROR!
evidence,証拠,#ERROR!
#ERROR!,招提,#ERROR!
#ERROR!,消沈,#ERROR!
Swamp,沼沢,#ERROR!
#ERROR!,消泡,shōpō
small groove,小溝,#ERROR!
extinction,消滅,#ERROR!
#ERROR!,消炎,shōyen
Bear Minor,小熊座,#ERROR!
#ERROR!,傷痍,#ERROR!
#ERROR!,傷痕,#ERROR!
Small damage,小破,#ERROR!
small shrine,小祠,#ERROR!
#ERROR!,小稿,#ERROR!
Rising Dragon,昇竜,#ERROR!
small group,小組,shōso
#ERROR!,小腸,#ERROR!
deodorant,消臭,#ERROR!
invitation,招致,#ERROR!
#ERROR!,小著,shōtso
#ERROR!,証跡,#ERROR!
#ERROR!,正餐,#ERROR!
summoning souls,招魂,chōhon
#ERROR!,正鵠,#ERROR!
#ERROR!,諸悪,#ERROR!
#ERROR!,諸病,#ERROR!
#ERROR!,書物,#ERROR!
All Buddhas,諸仏,#ERROR!
#ERROR!,諸堂,#ERROR!
#ERROR!,初代,#ERROR!
#ERROR!,初弾,#ERROR!
First Dan,初段,#ERROR!
#ERROR!,照度,#ERROR!
roads,諸道,#ERROR!
Initial response,初動,#ERROR!
#ERROR!,所在,shozai
#ERROR!,所伝,#ERROR!
#ERROR!,諸寺,#ERROR!
#ERROR!,書中,#ERROR!
#ERROR!,初演,tsoein
various lines,諸行,#ERROR!
#ERROR!,初語,#ERROR!
#ERROR!,諸語,#ERROR!
#ERROR!,緒言,#ERROR!
#ERROR!,諸宮,#ERROR!
#ERROR!,諸軍,#ERROR!
#ERROR!,諸元,#ERROR!
#ERROR!,初學,#ERROR!
Various sciences,諸學,#ERROR!
#ERROR!,初犯,#ERROR!
Miscellaneous expenses,諸費,shehi
First issue,初号,#ERROR!
#ERROR!,諸邦,#ERROR!
#ERROR!,所引,#ERROR!
#ERROR!,初夜,#ERROR!
#ERROR!,初夜権,#ERROR!
#ERROR!,諸役,#ERROR!
Teruha,照葉,#ERROR!
#ERROR!,諸用,#ERROR!
#ERROR!,所有,#ERROR!
Ownership,所有権,shoyūkwon
owner,所有者,#ERROR!
#ERROR!,書家,#ERROR!
bookshelf,書架,#ERROR!
#ERROR!,諸家,#ERROR!
Impressions,所感,#ERROR!
#ERROR!,書巻,#ERROR!
#ERROR!,書簡,#ERROR!
First publication,初刊,tsokan
Menarche,初経,#ERROR!
#ERROR!,初見,tsoken
#ERROR!,書見,shoken
prefectures,諸県,sheken
wise men,諸賢,#ERROR!
#ERROR!,初期,#ERROR!
#ERROR!,所期,#ERROR!
#ERROR!,諸器,#ERROR!
First school,初校,#ERROR!
#ERROR!,書型,#ERROR!
#ERROR!,諸教,#ERROR!
Initial form,初形,#ERROR!
#ERROR!,食器,#ERROR!
Menarche,初潮,#ERROR!
princes,諸公,#ERROR!
#ERROR!,初婚,#ERROR!
Food,食,#ERROR!
#ERROR!,初球,#ERROR!
#ERROR!,触媒,sokumwi
dining room,食堂,#ERROR!
Food and shelter,食住,#ERROR!
food tree,食樹,#ERROR!
#ERROR!,食害,#ERROR!
#ERROR!,触角,#ERROR!
Between meals,食間,#ERROR!
#ERROR!,触感,#ERROR!
#ERROR!,食客,#ERROR!
countries,諸國,#ERROR!
#ERROR!,食管,#ERROR!
#ERROR!,食券,#ERROR!
#ERROR!,食味,#ERROR!
#ERROR!,諸郡,#ERROR!
#ERROR!,食肉,#ERROR!
#ERROR!,食品,#ERROR!
#ERROR!,触法,#ERROR!
#ERROR!,食分,#ERROR!
food,食料,shokuryo
#ERROR!,食性,#ERROR!
#ERROR!,食事,#ERROR!
food god,食神,shokushin/jin
Palpation,触診,#ERROR!
#ERROR!,食傷,#ERROR!
foodie,食通,#ERROR!
index finger,食指,#ERROR!
Tactile perception,触知,sokuchi
Eating plants,食草,#ERROR!
#ERROR!,食人,#ERROR!
#ERROR!,食べる,#ERROR!
#ERROR!,触る,#ERROR!
#ERROR!,食彩,#ERROR!
#ERROR!,食糧,#ERROR!
#ERROR!,食膳,#ERROR!
#ERROR!,食鑑,#ERROR!
#ERROR!,食餌,#ERROR!
Library,書館,#ERROR!
#ERROR!,初会,#ERROR!
#ERROR!,諸民,#ERROR!
book title,書目,#ERROR!
First sentence,初文,#ERROR!
sight gate,照門,#ERROR!
#ERROR!,所内,#ERROR!
Honorable Face,尊顔,#ERROR!
dignity,尊厳,#ERROR!
#ERROR!,初任,#ERROR!
#ERROR!,尊敬,#ERROR!
#ERROR!,尊貴,#ERROR!
bright yellow,鮮黄,#ERROR!
#ERROR!,鮮魚,#ERROR!
#ERROR!,鮮紅,#ERROR!
#ERROR!,尊父,tsonfu
#ERROR!,尊者,#ERROR!
#ERROR!,尊像,#ERROR!
#ERROR!,鮮赤,#ERROR!
ascendants,尊属,#ERROR!
#ERROR!,鮮人,#ERROR!
#ERROR!,尊重,#ERROR!
#ERROR!,尊卑,#ERROR!
Respect,尊崇,#ERROR!
honorific title,尊称,#ERROR!
Correspondence,照応,#ERROR!
Various factions,諸派,#ERROR!
Shobo,書房,#ERROR!
#ERROR!,諸版,#ERROR!
#ERROR!,諸般,#ERROR!
#ERROR!,初発,#ERROR!
#ERROR!,初編,#ERROR!
Tables,諸表,#ERROR!
Basics,初歩,#ERROR!
#ERROR!,書法,shohō
#ERROR!,諸方,#ERROR!
#ERROR!,諸法,#ERROR!
Various books,諸本,#ERROR!
#ERROR!,書風,#ERROR!
Viewing,照覧,#ERROR!
#ERROR!,書札,#ERROR!
#ERROR!,書林,#ERROR!
#ERROR!,諸量,#ERROR!
#ERROR!,所論,#ERROR!
book theory,書論,#ERROR!
#ERROR!,緒論,#ERROR!
#ERROR!,諸論,sheron
document,書類,#ERROR!
#ERROR!,初産,#ERROR!
#ERROR!,初刷,#ERROR!
#ERROR!,初世,#ERROR!
#ERROR!,初生,#ERROR!
#ERROR!,所生,#ERROR!
calligraphy,書聖,#ERROR!
castles,諸城,#ERROR!
#ERROR!,諸政,#ERROR!
#ERROR!,所説,#ERROR!
#ERROR!,諸相,#ERROR!
#ERROR!,初速,#ERROR!
First layer,初層,#ERROR!
Companies,諸社,shesha
Original intention,初志,#ERROR!
Bibliography,書誌,#ERROR!
#ERROR!,諸事,shetsi
Moroshi,諸司,#ERROR!
Lords,諸士,#ERROR!
#ERROR!,諸式,#ERROR!
#ERROR!,初心,tsoshin
belief,所信,#ERROR!
#ERROR!,書信,#ERROR!
#ERROR!,諸神,#ERROR!
#ERROR!,諸書,#ERROR!
#ERROR!,書証,#ERROR!
Various species,諸種,#ERROR!
#ERROR!,初春,#ERROR!
duty,所当,#ERROR!
#ERROR!,初唐,#ERROR!
#ERROR!,所帯,#ERROR!
troops,諸隊,#ERROR!
#ERROR!,書店,#ERROR!
#ERROR!,諸天,#ERROR!
early winter,初冬,#ERROR!
#ERROR!,所得,#ERROR!
#ERROR!,所載,#ERROR!
#ERROR!,初地,#ERROR!
#ERROR!,諸処,#ERROR!
Font,書体,#ERROR!
#ERROR!,初戦,#ERROR!
kings,諸王,#ERROR!
Various Arts,諸芸,#ERROR!
first source,初源,#ERROR!
#ERROR!,初位,#ERROR!
#ERROR!,所員,#ERROR!
#ERROR!,諸税,#ERROR!
intention,所存,#ERROR!
Affiliation,所属,shosuku
#ERROR!,諸族,#ERROR!
#ERROR!,諸人,shezhin
various sects,諸宗,shesau
#ERROR!,諸衆,shechūn
Provinces,諸州,#ERROR!
#ERROR!,書く,#ERROR!
#ERROR!,諸兄,#ERROR!
Sisters,諸姉,#ERROR!
#ERROR!,書屋,#ERROR!
Jurisdiction,所掌,#ERROR!
Published,所掲,#ERROR!
#ERROR!,書箱,#ERROR!
#ERROR!,書肆,#ERROR!
Calligraphy,書跡,#ERROR!
Shoryo,書陵,shorūn
#ERROR!,審判,#ERROR!
#ERROR!,種々,#ERROR!
#ERROR!,主部,#ERROR!
#ERROR!,首部,#ERROR!
means,手段,#ERROR!
#ERROR!,守殿,#ERROR!
#ERROR!,主導,#ERROR!
#ERROR!,修道,#ERROR!
#ERROR!,主動,#ERROR!
#ERROR!,手動,shudōn
#ERROR!,主上,#ERROR!
subject,主題,#ERROR!
"rhetoric, rhetoric","修辞學,修辞法",#ERROR!
#ERROR!,主情,#ERROR!
Receipt,収受,#ERROR!
chief,首座,shujwa
#ERROR!,主婦,#ERROR!
#ERROR!,手技,#ERROR!
#ERROR!,修行,#ERROR!
#ERROR!,手背,#ERROR!
#ERROR!,主犯,#ERROR!
hand soldiers,手兵,#ERROR!
guard,守兵,#ERROR!
#ERROR!,修補,#ERROR!
#ERROR!,主因,#ERROR!
#ERROR!,修養,#ERROR!
#ERROR!,主役,#ERROR!
Containment,収容,#ERROR!
#ERROR!,主用,#ERROR!
expropriation,収用,#ERROR!
#ERROR!,主要な,#ERROR!
#ERROR!,主翼,#ERROR!
#ERROR!,主格,shukaku
chief executive,主幹,#ERROR!
Imprisonment,収監,#ERROR!
#ERROR!,種間,tsukan
#ERROR!,主計,#ERROR!
Landscape restoration,修景,shaukei
breeding chickens,種鶏,#ERROR!
#ERROR!,主機,#ERROR!
#ERROR!,主客,#ERROR!
#ERROR!,主教,#ERROR!
#ERROR!,守旧,shuku
#ERROR!,主潮,#ERROR!
#ERROR!,収公,#ERROR!
#ERROR!,手交,#ERROR!
#ERROR!,手工,#ERROR!
handicraft,手工業,#ERROR!
Chief class,首級,shukyus
#ERROR!,宿坊,shukupān
Postage,宿便,#ERROR!
Past good deeds,宿善,#ERROR!
Post town,宿場,#ERROR!
homework,宿題,shukudai
#ERROR!,宿営,#ERROR!
#ERROR!,宿駅,#ERROR!
Desire,宿望,#ERROR!
#ERROR!,宿老,#ERROR!
Accommodation fee,宿料,#ERROR!
karma,宿縁,#ERROR!
#ERROR!,宿所,#ERROR!
Inn camp,宿陣,#ERROR!
#ERROR!,宿業,#ERROR!
#ERROR!,宿将,#ERROR!
grudge,宿怨,#ERROR!
stay,宿泊,#ERROR!
#ERROR!,宿衛,shukuwei
Sickness,宿酔,#ERROR!
Long-cherished wish,宿願,shukuyan
#ERROR!,主觀,#ERROR!
#ERROR!,主管,#ERROR!
#ERROR!,種名,#ERROR!
#ERROR!,主命,shumei
#ERROR!,主文,#ERROR!
pure love,純愛,#ERROR!
#ERROR!,春暖,#ERROR!
#ERROR!,純度,#ERROR!
Spring love,春情,#ERROR!
#ERROR!,純情,junjōn
Harumiya,春宮,#ERROR!
chief,主任,#ERROR!
#ERROR!,純一,junnis
#ERROR!,春陽,#ERROR!
income,収入,shounyun
#ERROR!,春歌,#ERROR!
Shunga,春画,#ERROR!
moment,瞬間,#ERROR!
#ERROR!,旬刊,#ERROR!
Net total,純計,#ERROR!
#ERROR!,春慶,#ERROR!
Autumn view,秋景,#ERROR!
#ERROR!,純血,#ERROR!
#ERROR!,春季,#ERROR!
Spring,春期,#ERROR!
#ERROR!,秋季,#ERROR!
#ERROR!,秋期,#ERROR!
#ERROR!,純金,#ERROR!
#ERROR!,純化,#ERROR!
spring light,春光,#ERROR!
#ERROR!,春蘭,#ERROR!
Akibayashi,秋林,shūrin
#ERROR!,純良,#ERROR!
#ERROR!,秋冷,#ERROR!
#ERROR!,春望,#ERROR!
#ERROR!,純毛,junmō
#ERROR!,春日,#ERROR!
#ERROR!,旬日,#ERROR!
net profit,純益,#ERROR!
#ERROR!,純音,#ERROR!
Autumn wave,秋波,shūpa
Monthly Report,旬報,#ERROR!
#ERROR!,春本,#ERROR!
#ERROR!,春分,#ERROR!
#ERROR!,秋分,#ERROR!
#ERROR!,春雷,tsunlwai
#ERROR!,春色,#ERROR!
pure water,純水,junsui
Shusui,秋水,shūsui
Autumn sky,秋天,#ERROR!
Spring Labor Offensive,春闘,#ERROR!
#ERROR!,秋月,#ERROR!
#ERROR!,春宵,#ERROR!
Spring Dawn,春暁,#ERROR!
Innocent,純朴,#ERROR!
#ERROR!,春濤,#ERROR!
#ERROR!,春菊,#ERROR!
autumn rain,秋霖,#ERROR!
autumn frost,秋霜,#ERROR!
#ERROR!,収益,#ERROR!
#ERROR!,守秘,shupi
#ERROR!,種皮,#ERROR!
method,手法,shuhō
#ERROR!,主砲,#ERROR!
Dharma,修法,#ERROR!
#ERROR!,主夫,#ERROR!
#ERROR!,首府,#ERROR!
#ERROR!,修理,#ERROR!
#ERROR!,収量,#ERROR!
#ERROR!,主流,#ERROR!
#ERROR!,種類,#ERROR!
#ERROR!,主査,#ERROR!
main festival,主祭,#ERROR!
Correction,修整,shausei
#ERROR!,守成,#ERROR!
castle guard,守城,#ERROR!
Cast,出演,shussein
Amor,守銭,#ERROR!
Fire,出火,#ERROR!
#ERROR!,出廷,shustei
#ERROR!,出講,#ERROR!
Departing from Tokyo,出京,#ERROR!
#ERROR!,出血,#ERROR!
#ERROR!,出金,#ERROR!
#ERROR!,出勤,#ERROR!
#ERROR!,出欠,#ERROR!
#ERROR!,出校,#ERROR!
#ERROR!,出庫,shusko
#ERROR!,出口,#ERROR!
#ERROR!,出現,#ERROR!
#ERROR!,出力,#ERROR!
#ERROR!,出納,shusnas
Country of entry/exit,出入國,#ERROR!
Chief complaint,主訴,#ERROR!
#ERROR!,首相,#ERROR!
#ERROR!,手続,#ERROR!
#ERROR!,ʃus版,#ERROR!
#ERROR!,出版,shuspan
#ERROR!,ʃus版bus,#REF!
#ERROR!,ʃus発,#ERROR!
ʃus starting point,ʃus発点,#ERROR!
going to the capital,出府,#ERROR!
#ERROR!,出産,shussan
#ERROR!,出世,shusse
industry,出精,#ERROR!
#ERROR!,出色,#ERROR!
#ERROR!,出走,shussau
Demizu,出水,#ERROR!
#ERROR!,出師,#ERROR!
#ERROR!,出身,#ERROR!
#ERROR!,出張,#ERROR!
#ERROR!,ʃus超,#ERROR!
surplus,出超,#ERROR!
#ERROR!,ʃus頭,#ERROR!
#ERROR!,収集,#ERROR!
#ERROR!,修習,shausēi
#ERROR!,出獄,shuskoku
#ERROR!,出塁,#ERROR!
#ERROR!,出御,#ERROR!
contribution,出捐,shus
#ERROR!,出棺,#ERROR!
#ERROR!,出漁,#ERROR!
Charcoal,出炭,#ERROR!
#ERROR!,出牢,#ERROR!
#ERROR!,出稿,#ERROR!
#ERROR!,出穂,#ERROR!
#ERROR!,出芽,#ERROR!
Exhibition,出陳,#ERROR!
#ERROR!,主審,#ERROR!
letter,手紙,#ERROR!
Compilation of History,修史,#ERROR!
#ERROR!,主神,#ERROR!
#ERROR!,手書,#ERROR!
#ERROR!,修正,#ERROR!
staple food,主食,#ERROR!
#ERROR!,修訂,#ERROR!
#ERROR!,首都,#ERROR!
main island,主島,#ERROR!
#ERROR!,収得,#ERROR!
#ERROR!,修徳,#ERROR!
Included,収載,#ERROR!
Defensive,守勢,shuse
#ERROR!,出展,shustin
Claim,主張,#ERROR!
subject,主体,#ERROR!
#ERROR!,主戦,#ERROR!
#ERROR!,主知,shuchi
#ERROR!,手指,#ERROR!
#ERROR!,主調,#ERROR!
#ERROR!,修築,#ERROR!
#ERROR!,主義,#ERROR!
#ERROR!,主意,#ERROR!
Main material,主材,#ERROR!
#ERROR!,主税,#ERROR!
#ERROR!,収税,shouzei
Shuzen,修禅,#ERROR!
#ERROR!,主人,#ERROR!
main character,主人公,#ERROR!
#ERROR!,修造,shauzou
#ERROR!,手術,#ERROR!
#ERROR!,守る,#ERROR!
Organizer,主催,#ERROR!
#ERROR!,主唱,#ERROR!
head chant,首唱,#ERROR!
#ERROR!,修好,#ERROR!
#ERROR!,主将,#ERROR!
Main peak,主峰,#ERROR!
hand towel,手巾,#ERROR!
#ERROR!,収授,#ERROR!
#ERROR!,収攬,#ERROR!
seed wisdom,種智,tsuchi
#ERROR!,主柱,#ERROR!
#ERROR!,手榴,#ERROR!
#ERROR!,手榴弾,#ERROR!
Onanism,手淫,#ERROR!
hand candle,手燭,#ERROR!
#ERROR!,首班,shuban
#ERROR!,種痘,#ERROR!
manuscript,手稿,#ERROR!
harvest,収穫,#ERROR!
#ERROR!,首肯,shukūn
seeds and seedlings,種苗,#ERROR!
#ERROR!,主菜,#ERROR!
#ERROR!,主著,#ERROR!
#ERROR!,手裏,#ERROR!
#ERROR!,収賄,#ERROR!
#ERROR!,主賓,#ERROR!
#ERROR!,首魁,#ERROR!
#ERROR!,審議,#ERROR!
#ERROR!,審訊,#ERROR!
#ERROR!,他,#ERROR!
Reply speech,答辞,#ERROR!
#ERROR!,当,#ERROR!
tower,塔,#ERROR!
#ERROR!,当番,tōmpan
Chinese food,唐物,#ERROR!
#ERROR!,糖度,#ERROR!
#ERROR!,塔状,taisshān
#ERROR!,当寺,#ERROR!
#ERROR!,当行,#ERROR!
#ERROR!,当夜,#ERROR!
Purpose,当用,#ERROR!
#ERROR!,唐画,#ERROR!
Nowadays,当今,tōnkēn
Current period,当期,#ERROR!
Our school,当校,#ERROR!
#ERROR!,当局,#ERROR!
#ERROR!,当國,#ERROR!
Saccharification,糖化,#ERROR!
#ERROR!,当会,#ERROR!
#ERROR!,唐楽,#ERROR!
#ERROR!,当量,#ERROR!
#ERROR!,当路,#ERROR!
Chinese name,唐名,#ERROR!
for the time being,当面,#ERROR!
#ERROR!,唐木,#ERROR!
#ERROR!,当日,#ERROR!
current year,当年,#ERROR!
#ERROR!,唐音,tānnon
Right or wrong,当否,#ERROR!
Karahon,唐本,#ERROR!
#ERROR!,唐風,tāmpūn
#ERROR!,糖分,#ERROR!
Winners,当落,#ERROR!
#ERROR!,糖類,#ERROR!
#ERROR!,当山,tōnsan
#ERROR!,当節,tōnsos
#ERROR!,当事,#ERROR!
Our city,当市,tōnshi
Tang poetry,唐詩,#ERROR!
Karakami,唐紙,tānzhi
Carbohydrates,糖質,#ERROR!
#ERROR!,当初,#ERROR!
#ERROR!,唐初,#ERROR!
#ERROR!,当店,#ERROR!
Chinese soil,唐土,#ERROR!
#ERROR!,当職,tōnchiku
The body,当体,#ERROR!
#ERROR!,当町,tōnchō
#ERROR!,塔頭,#ERROR!
#ERROR!,唐王,#ERROR!
Current month,当月,#ERROR!
#ERROR!,当意,#ERROR!
#ERROR!,当院,#ERROR!
#ERROR!,当時,#ERROR!
#ERROR!,当たる,#ERROR!
#ERROR!,当為,#ERROR!
abrupt,唐突,#ERROR!
#ERROR!,糖蜜,#ERROR!
The relevant,当該,tōngai
Glycan,糖鎖,#ERROR!
#ERROR!,答礼,#ERROR!
answer book,答書,#ERROR!
#ERROR!,答責,#ERROR!
answer,答える,#ERROR!
pack horse,駄馬,#ERROR!
talkativeness,多弁,#ERROR!
Casual chat,駄弁,#ERROR!
#ERROR!,他部,#ERROR!
#ERROR!,他物,#ERROR!
#ERROR!,他党,#ERROR!
#ERROR!,他動,tadōn
